Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
firemedium	105	5		1																																																					90	25	3	2	255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3						1						1	1	12														1																										fire	2	2	2	2	2	2	2	2	2	2	2	2						32	1			object_fire_loop_magic																			0
monblizcenter	106	10		8					5	base radius	8	base freq	4	level divisor							5	base radius	8	base freq	4	level divisor																															25	15	9		81	81	255	0	0	1	null	1024	2	16								1			1						1									1							1								8																																					1			sorceress_blizzard_loop					monbliz1							monbliz1	monbliz4						0
monbliz1	107	1	19	3																	120	fall distance	5	fall rate																																	9				0	0	0	0	0	1	icestormfallvar01	1024	6	16					3			1									2					1				1			1	1			1						4		8					1	4	4	4	4	4	2	4	4	4	4	4		cold	4	12	12	12	12	12	9	12	12	12	12	12		200	25	25	25		1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														monblizexplode1	monblizexplode3			0
monbliz2	108	1	19	3																	120	fall distance	5	fall rate																																	9				0	0	0	0	0	1	icestormfallvar02	1024	6	16					3			1									2					1				1			1	1			1						4		8					1	4	4	4	4	4	2	4	4	4	4	4		cold	4	12	12	12	12	12	9	12	12	12	12	12		200	25	25	25		1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														monblizexplode1	monblizexplode3			0
monbliz3	109	1	19	3																	120	fall distance	5	fall rate																																	9				0	0	0	0	0	1	icestormfallvar03	1024	6	16					3			1									2					1				1			1	1			1						4		8					1	4	4	4	4	4	2	4	4	4	4	4		cold	4	12	12	12	12	12	9	12	12	12	12	12		200	25	25	25		1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														monblizexplode1	monblizexplode3			0
monbliz4	110	1	19	3																	120	fall distance	5	fall rate																																	9				0	0	0	0	0	1	icestormfallvar04	1024	6	16					3			1									2					1				1			1	1			1						4		8					1	4	4	4	4	4	2	4	4	4	4	4		cold	4	12	12	12	12	12	9	12	12	12	12	12		200	25	25	25		1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														monblizexplode1	monblizexplode3			0
monblizexplode1	111	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar01	1024	6	16						1		1									1						1			1				1			1						4		8																																					1																						0
monblizexplode2	112	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar02	1024	6	16						1		1									1						1			1				1			1						4		8																																					1																						0
monblizexplode3	113	1		1																																																					6				0	0	0	0	0	0	icestormimpactvar02	1024	6	16						1		1									1						1			1				1			1						4		8																																					1																						0
teeth	114	1		1																																																	16	16			50		3		255	255	255	1	0	0	teethMissile	1024	30	16		1		15	3	1		1		1		1	4				1											1	1	1			1					Teeth	4																																							32			necromancer_teeth_1	paladin_holybolt_impact_1			teethexplode															0
corpseexplosion	115	11		1																																																					13		5		255	178	64	0	0	0	CorpseExplodeGuts	1024	13	16								1									1						1			1			1	1								Corpse Explosion	4		8																																					4	1							bigblood1	bigblood2													0
poisoncorpseexplosion	116	11		1																																																					13		5		255	178	64	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1						1			1			1												8																																					4																						0
monstercorpseexplode	117	11		1																																																					13		5		255	178	64	0	0	0	CorpseExplodeGuts	1024	13	16								1									1						1			1			1												8																																					4	1																					0
poisonnova	118	1		1																																																	12	12			30				0	0	0	0	0	0	poisonNova	1024	30	16					3	1		1		1		1	4				1												1				1					Poison Nova			8																																				80	32			necromancer_poisonnova																			0
frostnova	119	1	10	1																																																	24	24		-1000	14				81	81	255	0	0	0	FrostNova	1024	14	16					3			1		1		1	4				1												1	1			1					Frost Nova	4																																						48	16			sorceress_frostnova			ice_explode																0
rogue1	120	1		1																																																	24	24			40				255	255	255	1	0	0	Arrow	1024	1	16					3	1		1		1							1				1	1						1	1	1					1				4		8		128			1						1																									10	32			weapon_bow_1																			0
rogue2	121	1		1																																																	24	24			40		5		255	178	64	1	0	1	FireArrow	1024	8	16					3	1		1		1							1				1	1						1	1	1			1		1				4		8		128			1						1							fire	2						4											10	32			amazon_firearrow_1	sorceress_firebolt_impact_1			fireexplode															0
rogue3	122	1		1																																																	24	24			40		5		81	81	255	1	0	1	IceArrow	1024	8	16					3	1		1		1							1				1	1						1	1	1			1		1				4		8		128			1						1							cold	2						4							50				10	32			amazon_coldarrow_1	impact_cold_1			iceexplode															0
bat lightning bolt	123	8		9																	3	Subloops																															16	16			16		4		255	255	255	1	0	2	null	1024	2	16					3			1		1							2											1	1	1			1					Lightning	4																																							1								bat lightning trail							lightninghit							0
bat lightning trail	124	1		1																																																					10		3	4	255	255	255	1	0	0	ChargedBolt	1024	10	16		1	2	8	3			1		1							1											1		1			1						4		8																		ltng	2	3	3	3	3	3	5	3	3	3	3	3							16																						0
skmage1	125	1		1																																																	9	9			40		5		255	255	255	2	0	0	poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1						4		8		128																																			32			monster_poisonbolt																			0
skmage2	126	1		1																																																	12	12			40		5		255	255	255	2	0	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			monster_icebolt_1				iceexplode															0
skmage3	127	1		1																																																	14	14			40		5		255	255	255	2	0	1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			monster_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
skmage4	128	1		1																																																	14	14			40		5		255	255	255	2	0	1	ChargedBolt	1024	10	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			monster_chargedbolt_1																			0
vampirefireball	129	1	1	1	1																												3	damage radius							3	explosions radius	1	explosions density									14	14			30		8		255	178	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1					1						1	1				1						5	2	8																		fire	3	12	12	12	12	12	6	12	12	12	12	12							16			monster_fireball	sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
vampirefirewallmaker	130	6		6																	4	no light freq																															12	12			10		8		255	178	64	0	0	1	groundFireBig	1024	2	16		1	1	2	8			1		1	1						1																1								8																																				32	1								vampirefirewall							vampirefirewall	firesmall	firemedium					0
vampirefirewall	131	5		5		3																																											19	hit sound chance (128)							90		2	4	255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3				1		1						1																1								2																		fire	2	2	3	3	3	3	3	2	3	3	3	3						32	1		41	object_fire_loop_magic																			0
vampiremeteor	132	1																																																							60				0	0	0	0	0	1	Meteor	1024	12	16						1		1			1																																																																			1																						0
vampiremeteorcenter	133	9	18	1	14																59	frames	25	fallrate	15	sliderate							0	range (0 = skill)	1	flames increment					5	# submissile1	3	# submissile3	15	# submissile4											60		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1			1						1					1											1					VampireMeteor	5	2	8																																					1											vampiremeteorfire				vampiremeteor	meteortail		meteorexplode	whitelightmissile	firemedium	firesmall	0
vampiremeteorexp	134	1		1					2	none																																															16		13		255	178	64	0	0	0	ExpArrowExplode	1024	16	16								1									1						1			1			1	1			1						4		8																																					1																						0
raven1	135	1		1																																																	16	16			50				255	255	255	1	0	1	Arrow	1024	1	16					3	1		1		1							1			1	1							1	1	1									4		8		128																																		10	32			weapon_bow_1																			0
raven2	136	1		1																																																	16	16			50		9		255	178	64	1	0	1	FireArrow	1024	8	16					3	1		1		1							1			1								1	1	1			1						4		8					1	6	6	6	6	6	3	6	6	6	6	6		fire	5	12	12	12	12	12	11	12	12	12	12	12						10	32			amazon_firearrow_1	sorceress_firebolt_impact_1			fireexplode															0
amphibiangoo1	137	1		1																																																	12	12			15		2		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1						4																				fire	9	5	5	5	5	5	9	5	5	5	5	5		500				176	16																						0
amphibiangoo2	138	1		1																																																	12	12			18		2		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1						4																				fire	9	5	5	5	5	5	9	5	5	5	5	5		700				176	16																						0
tentaclegoo	139	1		1																																																	12	12			40		2		64	255	64	8	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1					1						1	1	1		33	1						4																				pois	11						18							800				176	16			tentaclehead_missile_1				amphibianexplode															0
amphibianexplode	140	1		1																																																					15				255	255	255	0	0	0	GooHit	1024	15	16						1		1									1											1		1									4		8																																					1																						0
poisonpuff	141	1		1																																																	1	15			25				255	255	255	0	0	0	PoisonSmokePuff	1024	26	16								1									1											1		1			1						4		8																																					4			object_poison_loop																			0
curseeffectred	142	1		1																																																					20		1		255	0	0	1	0	0	CurseArea	1024	20	16								1									1											1					1								8																																					16																						0
spidergoolay	143	1		1	15																																																1	1			16				0	0	0	0	0	0	Spider_Goo_Missile	1024	17	16					1			1			1						1					1						1					1																																													8							spidergoo				spidergoo											0
fetishinferno1	144	1		1							7	Minimum range																																									12	12			30		4		255	178	64	3	0	0	Flamethrower	1024	15	16					3			1									1								1			1					1								8																		fire	2	4	4	4	4	4	4	4	4	4	4	4						32	1		82	sorceress_inferno																			0
fetishinferno2	145	1		1							7	Minimum range																																									12	12			30		4		255	178	64	3	0	0	Flamethrower2	1024	15	16					3			1									1								1			1					1								8																		fire	2	4	4	4	4	4	4	4	4	4	4	4						32	1			sorceress_inferno																			0
spidergoo	146	1		1	16																																																				200				0	0	0	0	0	1	Spider_Goo_Disappear	1024	9	16		1		1	3			1	1	1	1						3											1					1																																													8																						0
cursecast	147	1		1																																																	3	5			20		1		255	0	0	6	0	0	CurseCast	1024	25	16								1									1											1					1								8																																					1																						0
howl	148	1		1	17																																																12	12		-1000	12				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3			1									1																1																																													32			barbarian_circle_1																			0
shout	149	1		1	18				2	Vel / level increase																																											30	30		-500	15				192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1										1																1																																													32			barbarian_circle_1																			0
dust	150	1		1																																																	4	4			100				255	255	255	0	0	0	FireSmoke	1024	26	16																												1					1																																													4																						0
redlightmissile	151	1		1																																																					10	10	5		255	178	64	0	0	0	null	1024	2	16								1															1			1																																																				1																						0
